sampleID_unique,score,module,sampleID,genotype,treatment_protocol,timepoint,fullSampleID,sex,experimentalBatch,treatment,genotype_treatment,genotype_timepoint,genotype_timepoint_treatment,genotype_timepoint_treatment_batch,seq_run,cell_set,sampleID_original,day_num
Set3_SAB19,-0.33401843125289576,xu_ventricular,SAB19,D21,No Treatment,D3,S3D21_D3_ctrl_2,F,2,CTRL,D21_CTRL,D21_D3,D21_D3_CTRL,D21_D3_CTRL_2,1,Set3,SAB19,3
Set3_SAB20,-0.3319249980223977,xu_ventricular,SAB20,T21,No Treatment,D3,S3T21 _D3 _ctrl_2,F,2,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_2,1,Set3,SAB20,3
Set3_SAB21,-0.3041580499711835,xu_ventricular,SAB21,D21,No Treatment,D4,S3D21_D4_ctrl_2,F,2,CTRL,D21_CTRL,D21_D4,D21_D4_CTRL,D21_D4_CTRL_2,1,Set3,SAB21,4
Set3_SAB22,-0.30040060571131527,xu_ventricular,SAB22,T21,No Treatment,D4,S3T21 _D4 _ctrl_2,F,2,CTRL,T21_CTRL,T21_D4,T21_D4_CTRL,T21_D4_CTRL_2,1,Set3,SAB22,4
Set3_SAB23,-0.3041735882745138,xu_ventricular,SAB23,D21,1uM RA D3-D5,D4,S3D21_D4_RA_2,F,2,RA,D21_RA,D21_D4,D21_D4_RA,D21_D4_RA_2,1,Set3,SAB23,4
Set3_SAB24,-0.2915338848018443,xu_ventricular,SAB24,T21,1uM RA D3-D5,D4,S3T21 _D4_RA_2,F,2,RA,T21_RA,T21_D4,T21_D4_RA,T21_D4_RA_2,1,Set3,SAB24,4
Set3_SAB25,-0.17236357369676014,xu_ventricular,SAB25,D21,No Treatment,D6,S3D21_D6_ctrl_2,F,2,CTRL,D21_CTRL,D21_D6,D21_D6_CTRL,D21_D6_CTRL_2,1,Set3,SAB25,6
Set3_SAB26,-0.2107135188889266,xu_ventricular,SAB26,T21,No Treatment,D6,S3T21 _D6_ctrl_2,F,2,CTRL,T21_CTRL,T21_D6,T21_D6_CTRL,T21_D6_CTRL_2,1,Set3,SAB26,6
Set3_SAB27,-0.21004537184572442,xu_ventricular,SAB27,D21,1uM RA D3-D5,D6,S3D21_D6_RA_2,F,2,RA,D21_RA,D21_D6,D21_D6_RA,D21_D6_RA_2,1,Set3,SAB27,6
Set3_SAB28,-0.15384191612706377,xu_ventricular,SAB28,T21,1uM RA D3-D5,D6,S3T21 _D6_RA_2,F,2,RA,T21_RA,T21_D6,T21_D6_RA,T21_D6_RA_2,1,Set3,SAB28,6
Set3_SAB29,-0.0795970776689155,xu_ventricular,SAB29,D21,No Treatment,D8,S3D21_D8_ctrl_2,F,2,CTRL,D21_CTRL,D21_D8,D21_D8_CTRL,D21_D8_CTRL_2,1,Set3,SAB29,8
Set3_SAB30,-0.088237786893582415,xu_ventricular,SAB30,T21,No Treatment,D8,S3T21 _D8_ctrl_2,F,2,CTRL,T21_CTRL,T21_D8,T21_D8_CTRL,T21_D8_CTRL_2,1,Set3,SAB30,8
Set3_SAB31,-0.13377207851645934,xu_ventricular,SAB31,D21,1uM RA D3-D5,D8,S3D21_D8_RA_2,F,2,RA,D21_RA,D21_D8,D21_D8_RA,D21_D8_RA_2,1,Set3,SAB31,8
Set3_SAB32,-0.09018996282107783,xu_ventricular,SAB32,T21,1uM RA D3-D5,D8,S3T21 _D8_RA_2,F,2,RA,T21_RA,T21_D8,T21_D8_RA,T21_D8_RA_2,1,Set3,SAB32,8
Set3_SAB33,-0.0553587370467053,xu_ventricular,SAB33,D21,No Treatment,D10,S3D21_D10_ctrl_2,F,2,CTRL,D21_CTRL,D21_D10,D21_D10_CTRL,D21_D10_CTRL_2,1,Set3,SAB33,10
Set3_SAB34,-0.03255698319603123,xu_ventricular,SAB34,T21,No Treatment,D10,S3T21 _D10_ctrl_2,F,2,CTRL,T21_CTRL,T21_D10,T21_D10_CTRL,T21_D10_CTRL_2,1,Set3,SAB34,10
Set3_SAB35,-0.11628442440474174,xu_ventricular,SAB35,D21,1uM RA D3-D5,D10,S3D21_D10_RA_2,F,2,RA,D21_RA,D21_D10,D21_D10_RA,D21_D10_RA_2,1,Set3,SAB35,10
Set3_SAB36,-0.06737690838616356,xu_ventricular,SAB36,T21,1uM RA D3-D5,D10,S3T21 _D10_RA_2,F,2,RA,T21_RA,T21_D10,T21_D10_RA,T21_D10_RA_2,1,Set3,SAB36,10
Set3_SAB37,-0.2883909098100372,xu_ventricular,SAB37,D21,No Treatment,D3,S3D21_D3_ctrl_3,F,3,CTRL,D21_CTRL,D21_D3,D21_D3_CTRL,D21_D3_CTRL_3,1,Set3,SAB37,3
Set3_SAB38,-0.28635539207377025,xu_ventricular,SAB38,T21,No Treatment,D3,S3T21 _D3 _ctrl_3,F,3,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_3,1,Set3,SAB38,3
Set3_SAB39,-0.26351126103219535,xu_ventricular,SAB39,D21,No Treatment,D4,S3D21_D4_ctrl_3,F,3,CTRL,D21_CTRL,D21_D4,D21_D4_CTRL,D21_D4_CTRL_3,1,Set3,SAB39,4
Set3_SAB40,-0.26266795493327005,xu_ventricular,SAB40,T21,No Treatment,D4,S3T21 _D4 _ctrl_3,F,3,CTRL,T21_CTRL,T21_D4,T21_D4_CTRL,T21_D4_CTRL_3,1,Set3,SAB40,4
Set3_SAB41,-0.21018097885660686,xu_ventricular,SAB41,D21,1uM RA D3-D5,D4,S3D21_D4_RA_3,F,3,RA,D21_RA,D21_D4,D21_D4_RA,D21_D4_RA_3,1,Set3,SAB41,4
Set3_SAB42,-0.20886869851171302,xu_ventricular,SAB42,T21,1uM RA D3-D5,D4,S3T21 _D4_RA_3,F,3,RA,T21_RA,T21_D4,T21_D4_RA,T21_D4_RA_3,1,Set3,SAB42,4
Set3_SAB43,-0.17949000463323955,xu_ventricular,SAB43,D21,No Treatment,D6,S3D21_D6_ctrl_3,F,3,CTRL,D21_CTRL,D21_D6,D21_D6_CTRL,D21_D6_CTRL_3,1,Set3,SAB43,6
Set3_SAB44,-0.13436112146998003,xu_ventricular,SAB44,T21,No Treatment,D6,S3T21 _D6_ctrl_3,F,3,CTRL,T21_CTRL,T21_D6,T21_D6_CTRL,T21_D6_CTRL_3,1,Set3,SAB44,6
Set3_SAB45,-0.14927224237493075,xu_ventricular,SAB45,D21,1uM RA D3-D5,D6,S3D21_D6_RA_3,F,3,RA,D21_RA,D21_D6,D21_D6_RA,D21_D6_RA_3,1,Set3,SAB45,6
Set3_SAB46,-0.11556259958639864,xu_ventricular,SAB46,T21,1uM RA D3-D5,D6,S3T21 _D6_RA_3,F,3,RA,T21_RA,T21_D6,T21_D6_RA,T21_D6_RA_3,1,Set3,SAB46,6
Set3_SAB47,-0.025749793764337614,xu_ventricular,SAB47,D21,No Treatment,D8,S3D21_D8_ctrl_3,F,3,CTRL,D21_CTRL,D21_D8,D21_D8_CTRL,D21_D8_CTRL_3,1,Set3,SAB47,8
Set3_SAB48,-0.01956696161191529,xu_ventricular,SAB48,T21,No Treatment,D8,S3T21 _D8_ctrl_3,F,3,CTRL,T21_CTRL,T21_D8,T21_D8_CTRL,T21_D8_CTRL_3,1,Set3,SAB48,8
Set3_SAB49,-0.022143494818682163,xu_ventricular,SAB49,D21,1uM RA D3-D5,D8,S3D21_D8_RA_3,F,3,RA,D21_RA,D21_D8,D21_D8_RA,D21_D8_RA_3,1,Set3,SAB49,8
Set3_SAB50,-0.009407736379970832,xu_ventricular,SAB50,T21,1uM RA D3-D5,D8,S3T21 _D8_RA_3,F,3,RA,T21_RA,T21_D8,T21_D8_RA,T21_D8_RA_3,1,Set3,SAB50,8
Set3_SAB51,0.027668067939112473,xu_ventricular,SAB51,D21,No Treatment,D10,S3D21_D10_ctrl_3,F,3,CTRL,D21_CTRL,D21_D10,D21_D10_CTRL,D21_D10_CTRL_3,1,Set3,SAB51,10
Set3_SAB52,0.03590478127719199,xu_ventricular,SAB52,T21,No Treatment,D10,S3T21 _D10_ctrl_3,F,3,CTRL,T21_CTRL,T21_D10,T21_D10_CTRL,T21_D10_CTRL_3,1,Set3,SAB52,10
Set3_SAB53,0.02246697404255804,xu_ventricular,SAB53,D21,1uM RA D3-D5,D10,S3D21_D10_RA_3,F,3,RA,D21_RA,D21_D10,D21_D10_RA,D21_D10_RA_3,1,Set3,SAB53,10
Set3_SAB54,0.015808104779017063,xu_ventricular,SAB54,T21,1uM RA D3-D5,D10,S3T21 _D10_RA_3,F,3,RA,T21_RA,T21_D10,T21_D10_RA,T21_D10_RA_3,1,Set3,SAB54,10
Set4_SAB01,-0.31311517555457613,xu_ventricular,SAB01,D21,No Treatment,D3,S4D21_D3_NT_1,M,1,CTRL,D21_CTRL,D21_D3,D21_D3_CTRL,D21_D3_CTRL_1,1,Set4,SAB01,3
Set4_SAB02,-0.31687544496050446,xu_ventricular,SAB02,T21,No Treatment,D3,S4T21_D3_NT_1,M,1,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_1,1,Set4,SAB02,3
Set4_SAB03,-0.28554881287362555,xu_ventricular,SAB03,D21,No Treatment,D4,S4D21_D4_NT_1,M,1,CTRL,D21_CTRL,D21_D4,D21_D4_CTRL,D21_D4_CTRL_1,1,Set4,SAB03,4
Set4_SAB04,-0.29933835079273596,xu_ventricular,SAB04,T21,No Treatment,D4,S4T21_D4_NT_1,M,1,CTRL,T21_CTRL,T21_D4,T21_D4_CTRL,T21_D4_CTRL_1,1,Set4,SAB04,4
Set4_SAB05,-0.2750985975974958,xu_ventricular,SAB05,D21,1uM RA D3-D5,D4,S4D21_D4_RA_1,M,1,RA,D21_RA,D21_D4,D21_D4_RA,D21_D4_RA_1,1,Set4,SAB05,4
Set4_SAB06,-0.279130081025189,xu_ventricular,SAB06,T21,1uM RA D3-D5,D4,S4T21_D4_RA_1,M,1,RA,T21_RA,T21_D4,T21_D4_RA,T21_D4_RA_1,1,Set4,SAB06,4
Set4_SAB07,-0.19555519770372126,xu_ventricular,SAB07,D21,No Treatment,D6,S4D21_D6_NT_1,M,1,CTRL,D21_CTRL,D21_D6,D21_D6_CTRL,D21_D6_CTRL_1,1,Set4,SAB07,6
Set4_SAB08,-0.19260433264399768,xu_ventricular,SAB08,T21,No Treatment,D6,S4T21_D6_NT_1,M,1,CTRL,T21_CTRL,T21_D6,T21_D6_CTRL,T21_D6_CTRL_1,1,Set4,SAB08,6
Set4_SAB09,-0.18345368455549155,xu_ventricular,SAB09,D21,1uM RA D3-D5,D6,S4D21_D6_RA_1,M,1,RA,D21_RA,D21_D6,D21_D6_RA,D21_D6_RA_1,1,Set4,SAB09,6
Set4_SAB10,-0.17938547422901763,xu_ventricular,SAB10,T21,1uM RA D3-D5,D6,S4T21_D6_RA_1,M,1,RA,T21_RA,T21_D6,T21_D6_RA,T21_D6_RA_1,1,Set4,SAB10,6
Set4_SAB12,-0.31455741261823233,xu_ventricular,SAB12,T21,No Treatment,D3,S4T21_D3_NT_3,M,3,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_3,1,Set4,SAB12,3
Set4_SAB14,-0.30073962323852144,xu_ventricular,SAB14,T21,No Treatment,D4,S4T21_D4_NT_3,M,3,CTRL,T21_CTRL,T21_D4,T21_D4_CTRL,T21_D4_CTRL_3,1,Set4,SAB14,4
Set4_SAB16,-0.2609319026793685,xu_ventricular,SAB16,T21,1uM RA D3-D5,D4,S4T21_D4_RA_3,M,3,RA,T21_RA,T21_D4,T21_D4_RA,T21_D4_RA_3,1,Set4,SAB16,4
Set4_SAB18,-0.18182075013278187,xu_ventricular,SAB18,T21,No Treatment,D6,S4T21_D6_NT_3,M,3,CTRL,T21_CTRL,T21_D6,T21_D6_CTRL,T21_D6_CTRL_3,1,Set4,SAB18,6
Set4_SAB20,-0.16141895786012134,xu_ventricular,SAB20,T21,1uM RA D3-D5,D6,S4T21_D6_RA_3,M,3,RA,T21_RA,T21_D6,T21_D6_RA,T21_D6_RA_3,1,Set4,SAB20,6
Set4_SAB21,-0.3064930331898159,xu_ventricular,SAB21,D21,No Treatment,D3,S4D21_D3_NT_4,M,4,CTRL,D21_CTRL,D21_D3,D21_D3_CTRL,D21_D3_CTRL_4,1,Set4,SAB21,3
Set4_SAB22,-0.32085890090517677,xu_ventricular,SAB22,T21,No Treatment,D3,S4T21_D3_NT_4,M,4,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_4,1,Set4,SAB22,3
Set4_SAB23,-0.30282740617689935,xu_ventricular,SAB23,D21,No Treatment,D4,S4D21_D4_NT_4,M,4,CTRL,D21_CTRL,D21_D4,D21_D4_CTRL,D21_D4_CTRL_4,1,Set4,SAB23,4
Set4_SAB24,-0.31104434349255855,xu_ventricular,SAB24,T21,No Treatment,D4,S4T21_D4_NT_4,M,4,CTRL,T21_CTRL,T21_D4,T21_D4_CTRL,T21_D4_CTRL_4,1,Set4,SAB24,4
Set4_SAB25,-0.290254093636641,xu_ventricular,SAB25,D21,1uM RA D3-D5,D4,S4D21_D4_RA_4,M,4,RA,D21_RA,D21_D4,D21_D4_RA,D21_D4_RA_4,1,Set4,SAB25,4
Set4_SAB26,-0.28615904442259665,xu_ventricular,SAB26,T21,1uM RA D3-D5,D4,S4T21_D4_RA_4,M,4,RA,T21_RA,T21_D4,T21_D4_RA,T21_D4_RA_4,1,Set4,SAB26,4
Set4_SAB61,-0.22409482320235957,xu_ventricular,SAB61,D21,No Treatment,D6,S4D21_D6_NT_4,M,4,CTRL,D21_CTRL,D21_D6,D21_D6_CTRL,D21_D6_CTRL_4,2,Set4,SAB61,6
Set4_SAB62,-0.21655027064899257,xu_ventricular,SAB62,T21,No Treatment,D6,S4T21_D6_NT_4,M,4,CTRL,T21_CTRL,T21_D6,T21_D6_CTRL,T21_D6_CTRL_4,2,Set4,SAB62,6
Set4_SAB63,-0.23078194392650098,xu_ventricular,SAB63,D21,1uM RA D3-D5,D6,S4D21_D6_RA_4,M,4,RA,D21_RA,D21_D6,D21_D6_RA,D21_D6_RA_4,2,Set4,SAB63,6
Set4_SAB64,-0.2006672994993841,xu_ventricular,SAB64,T21,1uM RA D3-D5,D6,S4T21_D6_RA_4,M,4,RA,T21_RA,T21_D6,T21_D6_RA,T21_D6_RA_4,2,Set4,SAB64,6
Set4_SAB65,-0.09144997796386073,xu_ventricular,SAB65,D21,No Treatment,D8,S4D21_D8_NT_1,M,1,CTRL,D21_CTRL,D21_D8,D21_D8_CTRL,D21_D8_CTRL_1,2,Set4,SAB65,8
Set4_SAB66,-0.0706300640743126,xu_ventricular,SAB66,T21,No Treatment,D8,S4T21_D8_NT_1,M,1,CTRL,T21_CTRL,T21_D8,T21_D8_CTRL,T21_D8_CTRL_1,2,Set4,SAB66,8
Set4_SAB67,-0.05993688623701848,xu_ventricular,SAB67,D21,1uM RA D3-D5,D8,S4D21_D8_RA_1,M,1,RA,D21_RA,D21_D8,D21_D8_RA,D21_D8_RA_1,2,Set4,SAB67,8
Set4_SAB68,-0.06859454633804568,xu_ventricular,SAB68,T21,1uM RA D3-D5,D8,S4T21_D8_RA_1,M,1,RA,T21_RA,T21_D8,T21_D8_RA,T21_D8_RA_1,2,Set4,SAB68,8
Set4_SAB69,0.013775412188810066,xu_ventricular,SAB69,D21,No Treatment,D10,S4D21_D10_NT_1,M,1,CTRL,D21_CTRL,D21_D10,D21_D10_CTRL,D21_D10_CTRL_1,2,Set4,SAB69,10
Set4_SAB70,-0.0017586534223819061,xu_ventricular,SAB70,T21,No Treatment,D10,S4T21_D10_NT_1,M,1,CTRL,T21_CTRL,T21_D10,T21_D10_CTRL,T21_D10_CTRL_1,2,Set4,SAB70,10
Set4_SAB71,-0.00824095105716971,xu_ventricular,SAB71,D21,1uM RA D3-D5,D10,S4D21_D10_RA_1,M,1,RA,D21_RA,D21_D10,D21_D10_RA,D21_D10_RA_1,2,Set4,SAB71,10
Set4_SAB72,-0.03399215739453726,xu_ventricular,SAB72,T21,1uM RA D3-D5,D10,S4T21_D10_RA_1,M,1,RA,T21_RA,T21_D10,T21_D10_RA,T21_D10_RA_1,2,Set4,SAB72,10
Set4_SAB74,-0.06718338588105005,xu_ventricular,SAB74,T21,No Treatment,D8,S4T21_D8_NT_3,M,3,CTRL,T21_CTRL,T21_D8,T21_D8_CTRL,T21_D8_CTRL_3,2,Set4,SAB74,8
Set4_SAB76,-0.038838695460555295,xu_ventricular,SAB76,T21,1uM RA D3-D5,D8,S4T21_D8_RA_3,M,3,RA,T21_RA,T21_D8,T21_D8_RA,T21_D8_RA_3,2,Set4,SAB76,8
Set4_SAB78,0.028517024330157903,xu_ventricular,SAB78,T21,No Treatment,D10,S4T21_D10_NT_3,M,3,CTRL,T21_CTRL,T21_D10,T21_D10_CTRL,T21_D10_CTRL_3,2,Set4,SAB78,10
Set4_SAB80,0.024506729497915103,xu_ventricular,SAB80,T21,1uM RA D3-D5,D10,S4T21_D10_RA_3,M,3,RA,T21_RA,T21_D10,T21_D10_RA,T21_D10_RA_3,2,Set4,SAB80,10
Set4_SAB81,-0.11383502277067725,xu_ventricular,SAB81,D21,No Treatment,D8,S4D21_D8_NT_4,M,4,CTRL,D21_CTRL,D21_D8,D21_D8_CTRL,D21_D8_CTRL_4,2,Set4,SAB81,8
Set4_SAB82,-0.07868879321060901,xu_ventricular,SAB82,T21,No Treatment,D8,S4T21_D8_NT_4,M,4,CTRL,T21_CTRL,T21_D8,T21_D8_CTRL,T21_D8_CTRL_4,2,Set4,SAB82,8
Set4_SAB83,-0.09021256398955829,xu_ventricular,SAB83,D21,1uM RA D3-D5,D8,S4D21_D8_RA_4,M,4,RA,D21_RA,D21_D8,D21_D8_RA,D21_D8_RA_4,2,Set4,SAB83,8
Set4_SAB84,-0.08062543083477414,xu_ventricular,SAB84,T21,1uM RA D3-D5,D8,S4T21_D8_RA_4,M,4,RA,T21_RA,T21_D8,T21_D8_RA,T21_D8_RA_4,2,Set4,SAB84,8
Set4_SAB85,0.00945717643602173,xu_ventricular,SAB85,D21,No Treatment,D10,S4D21_D10_NT_4,M,4,CTRL,D21_CTRL,D21_D10,D21_D10_CTRL,D21_D10_CTRL_4,2,Set4,SAB85,10
Set4_SAB86,0.01812896226734928,xu_ventricular,SAB86,T21,No Treatment,D10,S4T21_D10_NT_4,M,4,CTRL,T21_CTRL,T21_D10,T21_D10_CTRL,T21_D10_CTRL_4,2,Set4,SAB86,10
Set4_SAB87,-0.023899323095004033,xu_ventricular,SAB87,D21,1uM RA D3-D5,D10,S4D21_D10_RA_4,M,4,RA,D21_RA,D21_D10,D21_D10_RA,D21_D10_RA_4,2,Set4,SAB87,10
Set4_SAB88,-0.023204337164231426,xu_ventricular,SAB88,T21,1uM RA D3-D5,D10,S4T21_D10_RA_4,M,4,RA,T21_RA,T21_D10,T21_D10_RA,T21_D10_RA_4,2,Set4,SAB88,10
Set3_SAB01,-0.15900228177450731,xu_global_cm,SAB01,D21,No Treatment,D3,S3D21_D3_ctrl_1,F,1,CTRL,D21_CTRL,D21_D3,D21_D3_CTRL,D21_D3_CTRL_1,1,Set3,SAB01,3
Set3_SAB02,-0.17438178987379205,xu_global_cm,SAB02,T21,No Treatment,D3,S3T21 _D3 _ctrl_1,F,1,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_1,1,Set3,SAB02,3
Set3_SAB03,-0.08611596749268641,xu_global_cm,SAB03,D21,No Treatment,D4,S3D21_D4_ctrl_1,F,1,CTRL,D21_CTRL,D21_D4,D21_D4_CTRL,D21_D4_CTRL_1,1,Set3,SAB03,4
Set3_SAB04,-0.12184733855793012,xu_global_cm,SAB04,T21,No Treatment,D4,S3T21 _D4 _ctrl_1,F,1,CTRL,T21_CTRL,T21_D4,T21_D4_CTRL,T21_D4_CTRL_1,1,Set3,SAB04,4
Set3_SAB05,-0.04647919584119781,xu_global_cm,SAB05,D21,1uM RA D3-D5,D4,S3D21_D4_RA_1,F,1,RA,D21_RA,D21_D4,D21_D4_RA,D21_D4_RA_1,1,Set3,SAB05,4
Set3_SAB06,-0.04941766911080381,xu_global_cm,SAB06,T21,1uM RA D3-D5,D4,S3T21 _D4_RA_1,F,1,RA,T21_RA,T21_D4,T21_D4_RA,T21_D4_RA_1,1,Set3,SAB06,4
Set3_SAB07,0.06203991220821847,xu_global_cm,SAB07,D21,No Treatment,D6,S3D21_D6_ctrl_1,F,1,CTRL,D21_CTRL,D21_D6,D21_D6_CTRL,D21_D6_CTRL_1,1,Set3,SAB07,6
Set3_SAB08,0.06642660195357009,xu_global_cm,SAB08,T21,No Treatment,D6,S3T21 _D6_ctrl_1,F,1,CTRL,T21_CTRL,T21_D6,T21_D6_CTRL,T21_D6_CTRL_1,1,Set3,SAB08,6
Set3_SAB09,0.04913063521471006,xu_global_cm,SAB09,D21,1uM RA D3-D5,D6,S3D21_D6_RA_1,F,1,RA,D21_RA,D21_D6,D21_D6_RA,D21_D6_RA_1,1,Set3,SAB09,6
Set3_SAB10,0.07884444212497865,xu_global_cm,SAB10,T21,1uM RA D3-D5,D6,S3T21 _D6_RA_1,F,1,RA,T21_RA,T21_D6,T21_D6_RA,T21_D6_RA_1,1,Set3,SAB10,6
Set3_SAB11,0.15956910123598533,xu_global_cm,SAB11,D21,No Treatment,D8,S3D21_D8_ctrl_1,F,1,CTRL,D21_CTRL,D21_D8,D21_D8_CTRL,D21_D8_CTRL_1,1,Set3,SAB11,8
Set3_SAB12,0.15828034803584734,xu_global_cm,SAB12,T21,No Treatment,D8,S3T21 _D8_ctrl_1,F,1,CTRL,T21_CTRL,T21_D8,T21_D8_CTRL,T21_D8_CTRL_1,1,Set3,SAB12,8
Set3_SAB13,0.15894284546268989,xu_global_cm,SAB13,D21,1uM RA D3-D5,D8,S3D21_D8_RA_1,F,1,RA,D21_RA,D21_D8,D21_D8_RA,D21_D8_RA_1,1,Set3,SAB13,8
Set3_SAB14,0.19089058789760716,xu_global_cm,SAB14,T21,1uM RA D3-D5,D8,S3T21 _D8_RA_1,F,1,RA,T21_RA,T21_D8,T21_D8_RA,T21_D8_RA_1,1,Set3,SAB14,8
Set3_SAB15,0.18727801987202342,xu_global_cm,SAB15,D21,No Treatment,D10,S3D21_D10_ctrl_1,F,1,CTRL,D21_CTRL,D21_D10,D21_D10_CTRL,D21_D10_CTRL_1,1,Set3,SAB15,10
Set3_SAB16,0.18374808281652744,xu_global_cm,SAB16,T21,No Treatment,D10,S3T21 _D10_ctrl_1,F,1,CTRL,T21_CTRL,T21_D10,T21_D10_CTRL,T21_D10_CTRL_1,1,Set3,SAB16,10
Set3_SAB17,0.20132238545462977,xu_global_cm,SAB17,D21,1uM RA D3-D5,D10,S3D21_D10_RA_1,F,1,RA,D21_RA,D21_D10,D21_D10_RA,D21_D10_RA_1,1,Set3,SAB17,10
Set3_SAB18,0.2085330248443783,xu_global_cm,SAB18,T21,1uM RA D3-D5,D10,S3T21 _D10_RA_1,F,1,RA,T21_RA,T21_D10,T21_D10_RA,T21_D10_RA_1,1,Set3,SAB18,10
Set3_SAB19,-0.14463898964068572,xu_global_cm,SAB19,D21,No Treatment,D3,S3D21_D3_ctrl_2,F,2,CTRL,D21_CTRL,D21_D3,D21_D3_CTRL,D21_D3_CTRL_2,1,Set3,SAB19,3
Set3_SAB20,-0.1547678069740539,xu_global_cm,SAB20,T21,No Treatment,D3,S3T21 _D3 _ctrl_2,F,2,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_2,1,Set3,SAB20,3
Set3_SAB21,-0.07915322101320066,xu_global_cm,SAB21,D21,No Treatment,D4,S3D21_D4_ctrl_2,F,2,CTRL,D21_CTRL,D21_D4,D21_D4_CTRL,D21_D4_CTRL_2,1,Set3,SAB21,4
Set3_SAB22,-0.09703630253952517,xu_global_cm,SAB22,T21,No Treatment,D4,S3T21 _D4 _ctrl_2,F,2,CTRL,T21_CTRL,T21_D4,T21_D4_CTRL,T21_D4_CTRL_2,1,Set3,SAB22,4
Set3_SAB23,-0.0495872800494046,xu_global_cm,SAB23,D21,1uM RA D3-D5,D4,S3D21_D4_RA_2,F,2,RA,D21_RA,D21_D4,D21_D4_RA,D21_D4_RA_2,1,Set3,SAB23,4
Set3_SAB24,-0.05121235579446054,xu_global_cm,SAB24,T21,1uM RA D3-D5,D4,S3T21 _D4_RA_2,F,2,RA,T21_RA,T21_D4,T21_D4_RA,T21_D4_RA_2,1,Set3,SAB24,4
Set3_SAB25,0.0590579489543559,xu_global_cm,SAB25,D21,No Treatment,D6,S3D21_D6_ctrl_2,F,2,CTRL,D21_CTRL,D21_D6,D21_D6_CTRL,D21_D6_CTRL_2,1,Set3,SAB25,6
Set3_SAB26,0.024689264062486393,xu_global_cm,SAB26,T21,No Treatment,D6,S3T21 _D6_ctrl_2,F,2,CTRL,T21_CTRL,T21_D6,T21_D6_CTRL,T21_D6_CTRL_2,1,Set3,SAB26,6
Set3_SAB27,0.026889857265871675,xu_global_cm,SAB27,D21,1uM RA D3-D5,D6,S3D21_D6_RA_2,F,2,RA,D21_RA,D21_D6,D21_D6_RA,D21_D6_RA_2,1,Set3,SAB27,6
Set3_SAB28,0.08177566706387518,xu_global_cm,SAB28,T21,1uM RA D3-D5,D6,S3T21 _D6_RA_2,F,2,RA,T21_RA,T21_D6,T21_D6_RA,T21_D6_RA_2,1,Set3,SAB28,6
Set3_SAB29,0.15121467526028753,xu_global_cm,SAB29,D21,No Treatment,D8,S3D21_D8_ctrl_2,F,2,CTRL,D21_CTRL,D21_D8,D21_D8_CTRL,D21_D8_CTRL_2,1,Set3,SAB29,8
Set3_SAB30,0.11647632550223685,xu_global_cm,SAB30,T21,No Treatment,D8,S3T21 _D8_ctrl_2,F,2,CTRL,T21_CTRL,T21_D8,T21_D8_CTRL,T21_D8_CTRL_2,1,Set3,SAB30,8
Set3_SAB31,0.08761637194953997,xu_global_cm,SAB31,D21,1uM RA D3-D5,D8,S3D21_D8_RA_2,F,2,RA,D21_RA,D21_D8,D21_D8_RA,D21_D8_RA_2,1,Set3,SAB31,8
Set3_SAB32,0.17308288901066082,xu_global_cm,SAB32,T21,1uM RA D3-D5,D8,S3T21 _D8_RA_2,F,2,RA,T21_RA,T21_D8,T21_D8_RA,T21_D8_RA_2,1,Set3,SAB32,8
Set3_SAB33,0.17712455821424333,xu_global_cm,SAB33,D21,No Treatment,D10,S3D21_D10_ctrl_2,F,2,CTRL,D21_CTRL,D21_D10,D21_D10_CTRL,D21_D10_CTRL_2,1,Set3,SAB33,10
Set3_SAB34,0.148618323200167,xu_global_cm,SAB34,T21,No Treatment,D10,S3T21 _D10_ctrl_2,F,2,CTRL,T21_CTRL,T21_D10,T21_D10_CTRL,T21_D10_CTRL_2,1,Set3,SAB34,10
Set3_SAB35,0.14051179013473203,xu_global_cm,SAB35,D21,1uM RA D3-D5,D10,S3D21_D10_RA_2,F,2,RA,D21_RA,D21_D10,D21_D10_RA,D21_D10_RA_2,1,Set3,SAB35,10
Set3_SAB36,0.19096307120470146,xu_global_cm,SAB36,T21,1uM RA D3-D5,D10,S3T21 _D10_RA_2,F,2,RA,T21_RA,T21_D10,T21_D10_RA,T21_D10_RA_2,1,Set3,SAB36,10
Set3_SAB37,-0.15933860431942526,xu_global_cm,SAB37,D21,No Treatment,D3,S3D21_D3_ctrl_3,F,3,CTRL,D21_CTRL,D21_D3,D21_D3_CTRL,D21_D3_CTRL_3,1,Set3,SAB37,3
Set3_SAB38,-0.15256286477224296,xu_global_cm,SAB38,T21,No Treatment,D3,S3T21 _D3 _ctrl_3,F,3,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_3,1,Set3,SAB38,3
